"care@jabong.com","http://www.jabong.com/"
"juicestyleinsider@jabong.com","http://www.jabong.com/juicestyle/"
"care@jabong.com","http://www.jabong.com/contact/"
"care@jabong.com","http://www.jabong.com/contact/"
"chiefmanager@jabong.com","http://www.jabong.com/contact/"
"sales@JabongWorld.com","http://www.jabong.com/contact/"
"boutique.registration@jabong.com","http://www.jabong.com/contact/"
"corporate.sales@jabong.com","http://www.jabong.com/contact/"
"partners@jabong.com","http://www.jabong.com/contact/"
"careers@jabong.com","http://www.jabong.com/contact/"
"pr@jabong.com","http://www.jabong.com/contact/"
"ios@jabong.com","https://itunes.apple.com/in/app/jabong/id838981214?ls=1&mt=8"
"ios@jabong.com","https://itunes.apple.com/in/app/jabong/id838981214?ls=1&mt=8"
"care@jabong.com","http://www.jabong.com/support/faq/"
"care@jabong.com.RegistrationDo","http://www.jabong.com/support/faq/"
"care@jabong.com","http://www.jabong.com/support/faq/"
"care@jabong.com","http://www.jabong.com/support/faq/"
"care@jabong.com","http://www.jabong.com/support/faq/"
"care@jabong.com","http://www.jabong.com/support/faq/"
"care@jabong.com","http://www.jabong.com/support/faq/"
"exports@jabong.com","http://www.jabong.com/support/faq/"
"care@jabong.com","http://www.jabong.com/support/faq/"
"care@jabong.com","http://www.jabong.com/support/faq/"
"partners@jabong.com","http://www.jabong.com/support/faq/"
"care@jabong.com","http://www.jabong.com/support/faq/"
"care@jabong.com","http://www.jabong.com/terms_and_conditions/"
"reportabuse@jabong.com","http://www.jabong.com/terms_and_conditions/"
"care@jabong.com","http://www.jabong.com/terms_and_conditions/"
"care@jabong.com","http://www.jabong.com/terms_and_conditions/"
"care@jabong.com","http://www.jabong.com/terms_and_conditions/"
"service@jabong.com","http://www.jabong.com/privacy_policy/"
"webapp/style/app/common/images/people/person_1@2x.png","https://www.pinterest.com/Myjabong/"
"//s-passets-cache-ak0.pinimg.com/webapp/style/app/common/images/people/person_1@2x-f474004d.png","https://www.pinterest.com/Myjabong/"
"webapp/style/app/common/images/people/person_2@2x.png","https://www.pinterest.com/Myjabong/"
"//s-passets-cache-ak0.pinimg.com/webapp/style/app/common/images/people/person_2@2x-6ef1dc6f.png","https://www.pinterest.com/Myjabong/"
"webapp/style/app/common/images/people/person_4@2x.png","https://www.pinterest.com/Myjabong/"
"//s-passets-cache-ak0.pinimg.com/webapp/style/app/common/images/people/person_4@2x-c14402f2.png","https://www.pinterest.com/Myjabong/"
"webapp/style/app/common/images/people/person_3@2x.png","https://www.pinterest.com/Myjabong/"
"//s-passets-cache-ak0.pinimg.com/webapp/style/app/common/images/people/person_3@2x-add2045c.png","https://www.pinterest.com/Myjabong/"
"webapp/style/app/common/images/people/person_5@2x.png","https://www.pinterest.com/Myjabong/"
"//s-passets-cache-ak0.pinimg.com/webapp/style/app/common/images/people/person_5@2x-22b86dfe.png","https://www.pinterest.com/Myjabong/"
"webapp/style/app/common/images/people/person_6@2x.png","https://www.pinterest.com/Myjabong/"
"//s-passets-cache-ak0.pinimg.com/webapp/style/app/common/images/people/person_6@2x-42876fe7.png","https://www.pinterest.com/Myjabong/"
"webapp/style/app/common/images/people/person_8@2x.png","https://www.pinterest.com/Myjabong/"
"//s-passets-cache-ak0.pinimg.com/webapp/style/app/common/images/people/person_8@2x-85d598e7.png","https://www.pinterest.com/Myjabong/"
"webapp/style/app/common/images/people/person_7@2x.png","https://www.pinterest.com/Myjabong/"
"//s-passets-cache-ak0.pinimg.com/webapp/style/app/common/images/people/person_7@2x-03556356.png","https://www.pinterest.com/Myjabong/"
"webapp/style/app/common/images/people/person_9@2x.png","https://www.pinterest.com/Myjabong/"
"//s-passets-cache-ak0.pinimg.com/webapp/style/app/common/images/people/person_9@2x-f1d1a775.png","https://www.pinterest.com/Myjabong/"
"juicestyleinsider@jabong.com","http://www.jabong.com/blog/"
"juicestyleinsider@jabong.com","http://www.jabong.com/juicestyle/"
"care@jabong.com","http://www.jabong.com/contact/"
"care@jabong.com","http://www.jabong.com/contact/"
"chiefmanager@jabong.com","http://www.jabong.com/contact/"
"sales@JabongWorld.com","http://www.jabong.com/contact/"
"boutique.registration@jabong.com","http://www.jabong.com/contact/"
"corporate.sales@jabong.com","http://www.jabong.com/contact/"
"partners@jabong.com","http://www.jabong.com/contact/"
"careers@jabong.com","http://www.jabong.com/contact/"
"pr@jabong.com","http://www.jabong.com/contact/"
"ios@jabong.com","https://itunes.apple.com/in/app/jabong/id838981214?ls=1&mt=8"
"ios@jabong.com","https://itunes.apple.com/in/app/jabong/id838981214?ls=1&mt=8"
"care@jabong.com","http://www.jabong.com/support/faq/"
"care@jabong.com.RegistrationDo","http://www.jabong.com/support/faq/"
"care@jabong.com","http://www.jabong.com/support/faq/"
"care@jabong.com","http://www.jabong.com/support/faq/"
